t_s,speed_rpm,iq_A,id_A
201.3,0.0,0.0,0.0
201.4,0.0,0.0,0.0
201.5,0.0,0.0,0.0
201.6,0.0,0.0,0.0
201.7,0.0,0.0,0.0
201.8,0.0,0.0,0.0
201.9,0.0,0.0,0.0
202.0,0.0,0.0,0.0
202.1,0.0,0.0,0.0
202.2,0.0,0.0,0.0
202.3,0.0,0.0,0.0
202.4,0.0,0.0,0.0
202.5,0.0,0.0,0.0
202.6,0.0,0.0,0.0
202.7,0.0,0.0,0.0
202.8,0.0,0.0,0.0
202.9,0.0,0.0,0.0
203.0,0.0,0.0,0.0
203.1,0.0,0.0,0.0
203.2,0.0,0.0,0.0
203.3,0.0,0.0,0.0
203.4,0.0,0.0,0.0
203.5,0.0,0.0,0.0
203.6,0.0,0.0,0.0
203.7,0.0,0.0,0.0
203.8,0.0,0.0,0.0
203.9,0.0,0.0,0.0
204.0,0.0,0.0,0.0
204.1,0.0,0.0,0.0
204.2,0.0,0.0,0.0
204.3,0.0,0.0,0.0
204.4,0.0,0.0,0.0
204.5,0.0,0.0,0.0
204.6,0.0,0.0,0.0
204.7,0.0,0.0,0.0
204.8,0.0,0.0,0.0
204.9,0.0,0.0,0.0
205.0,0.0,0.0,0.0
205.1,0.0,0.0,0.0
205.2,0.0,0.0,0.0
205.3,0.0,0.0,0.0
205.4,0.0,0.0,0.0
205.5,0.0,0.0,0.0
205.6,0.0,0.0,0.0
205.7,0.0,0.0,0.0
205.8,0.0,0.0,0.0
205.9,0.0,0.0,0.0
206.0,0.0,0.0,0.0
206.1,0.0,0.0,0.0
206.2,0.0,0.0,0.0
206.3,0.0,0.0,0.0
206.4,0.0,0.0,0.0
206.5,0.0,0.0,0.0
206.6,0.0,0.0,0.0
206.7,0.0,0.0,0.0
206.8,0.0,0.0,0.0
206.9,0.0,0.0,0.0
207.0,0.0,0.0,0.0
207.1,0.0,0.0,0.0
207.2,0.0,0.0,0.0
207.3,0.0,0.0,0.0
207.4,0.0,0.0,0.0
207.5,0.0,0.0,0.0
207.6,0.0,0.0,0.0
207.7,0.0,0.0,0.0
207.8,0.0,0.0,0.0
207.9,0.0,0.0,0.0
208.0,0.0,0.0,0.0
208.1,0.0,0.0,0.0
208.2,0.0,0.0,0.0
208.3,0.0,0.0,0.0
208.4,0.0,0.0,0.0
208.5,0.0,0.0,0.0
208.6,0.0,0.0,0.0
208.7,0.0,0.0,0.0
208.8,0.0,0.0,0.0
208.9,0.0,0.0,0.0
209.0,0.0,0.0,0.0
209.1,0.0,0.0,0.0
209.2,0.0,0.0,0.0
209.3,0.0,0.0,0.0
209.4,0.0,0.0,0.0
209.5,0.0,0.0,0.0
209.6,0.0,0.0,0.0
209.7,0.0,0.0,0.0
209.8,0.0,0.0,0.0
209.9,0.0,0.0,0.0
210.0,0.0,0.0,0.0
210.1,0.0,0.0,0.0
210.2,0.0,0.0,0.0
210.3,0.0,0.0,0.0
210.4,0.0,0.0,0.0
210.5,0.0,0.0,0.0
210.6,0.0,0.0,0.0
210.7,0.0,0.0,0.0
210.8,0.0,0.0,0.0
210.9,0.0,0.0,0.0
211.0,0.0,0.0,0.0
211.1,0.0,0.0,0.0
211.2,0.0,0.0,0.0
211.3,0.0,0.0,0.0
211.4,0.0,0.0,0.0
211.5,0.0,0.0,0.0
211.6,0.0,0.0,0.0
211.7,0.0,0.0,0.0
211.8,0.0,0.0,0.0
211.9,0.0,0.0,0.0
212.0,0.0,0.0,0.0
212.1,0.0,0.0,0.0
212.2,0.0,0.0,0.0
212.3,0.0,0.0,0.0
212.4,0.0,0.0,0.0
212.5,0.0,0.0,0.0
212.6,0.0,0.0,0.0
212.7,0.0,0.0,0.0
212.8,0.0,0.0,0.0
212.9,0.0,0.0,0.0
213.0,0.0,0.0,0.0
213.1,0.0,0.0,0.0
213.2,0.0,0.0,0.0
213.3,0.0,0.0,0.0
213.4,0.0,0.0,0.0
213.5,0.0,0.0,0.0
213.6,0.0,0.0,0.0
213.7,0.0,0.0,0.0
213.8,0.0,0.0,0.0
213.9,0.0,0.0,0.0
214.0,0.0,0.0,0.0
214.1,0.0,0.0,0.0
214.2,0.0,0.0,0.0
214.3,0.0,0.0,0.0
214.4,0.0,0.0,0.0
214.5,0.0,0.0,0.0
214.6,0.0,0.0,0.0
214.7,0.0,0.0,0.0
214.8,0.0,0.0,0.0
214.9,0.0,0.0,0.0
215.0,0.0,0.0,0.0
215.1,0.0,0.0,0.0
215.2,0.0,0.0,0.0
215.3,0.0,0.0,0.0
215.4,0.0,0.0,0.0
215.5,0.0,0.0,0.0
215.6,0.0,0.0,0.0
215.7,0.0,0.0,0.0
215.8,0.0,0.0,0.0
215.9,0.0,0.0,0.0
216.0,0.0,0.0,0.0
216.1,0.0,0.0,0.0
216.2,0.0,0.0,0.0
216.3,0.0,0.0,0.0
216.4,0.0,0.0,0.0
216.5,0.0,0.0,0.0
216.6,0.0,0.0,0.0
216.7,0.0,0.0,0.0
216.8,0.0,0.0,0.0
216.9,0.0,0.0,0.0
217.0,0.0,0.0,0.0
217.1,0.0,0.0,0.0
217.2,0.0,0.0,0.0
217.3,0.0,0.0,0.0
217.4,0.0,0.0,0.0
217.5,0.0,0.0,0.0
217.6,0.0,0.0,0.0
217.7,0.0,0.0,0.0
217.8,0.0,0.0,0.0
217.9,0.0,0.0,0.0
218.0,0.0,0.0,0.0
218.1,0.0,0.0,0.0
218.2,0.0,0.0,0.0
218.3,0.0,0.0,0.0
218.4,0.0,0.0,0.0
218.5,0.0,0.0,0.0
218.6,0.0,0.0,0.0
218.7,0.0,0.0,0.0
218.8,0.0,0.0,0.0
218.9,0.0,0.0,0.0
219.0,0.0,0.0,0.0
219.1,0.0,0.0,0.0
219.2,0.0,0.0,0.0
219.3,0.0,0.0,0.0
219.4,0.0,0.0,0.0
219.5,0.0,0.0,0.0
219.6,0.0,0.0,0.0
219.7,0.0,0.0,0.0
219.8,0.0,0.0,0.0
219.9,0.0,0.0,0.0
220.0,0.0,0.0,0.0
220.1,0.0,0.0,0.0
220.2,0.0,0.0,0.0
220.3,0.0,0.0,0.0
220.4,0.0,0.0,0.0
220.5,0.0,0.0,0.0
220.6,0.0,0.0,0.0
220.7,0.0,0.0,0.0
220.8,0.0,0.0,0.0
220.9,0.0,0.0,0.0
221.0,0.0,0.0,0.0
221.1,0.0,0.0,0.0
221.2,0.0,0.0,0.0
221.3,0.0,0.0,0.0
221.4,0.0,0.0,0.0
221.5,0.0,0.0,0.0
221.6,0.0,0.0,0.0
221.7,0.0,0.0,0.0
221.8,0.0,0.0,0.0
221.9,0.0,0.0,0.0
222.0,0.0,0.0,0.0
222.1,0.0,0.0,0.0
222.2,0.0,0.0,0.0
222.3,0.0,0.0,0.0
222.4,0.0,0.0,0.0
222.5,0.0,0.0,0.0
222.6,0.0,0.0,0.0
222.7,0.0,0.0,0.0
222.8,0.0,0.0,0.0
222.9,0.0,0.0,0.0
223.0,0.0,0.0,0.0
223.1,0.0,0.0,0.0
223.2,0.0,0.0,0.0
223.3,0.0,0.0,0.0
223.4,0.0,0.0,0.0
223.5,0.0,0.0,0.0
223.6,0.0,0.0,0.0
223.7,0.0,0.0,0.0
223.8,0.0,0.0,0.0
223.9,0.0,0.0,0.0
224.0,0.0,0.0,0.0
224.1,0.0,0.0,0.0
224.2,0.0,0.0,0.0
224.3,0.0,0.0,0.0
224.4,0.0,0.0,0.0
224.5,0.0,0.0,0.0
224.6,0.0,0.0,0.0
224.7,0.0,0.0,0.0
224.8,0.0,0.0,0.0
224.9,0.0,0.0,0.0
225.0,0.0,0.0,0.0
225.1,0.0,0.0,0.0
225.2,0.0,0.0,0.0
225.3,0.0,0.0,0.0
225.4,0.0,0.0,0.0
225.5,0.0,0.0,0.0
225.6,0.0,0.0,0.0
225.7,0.0,0.0,0.0
225.8,0.0,0.0,0.0
225.9,0.0,0.0,0.0
226.0,0.0,0.0,0.0
226.1,0.0,0.0,0.0
226.2,0.0,0.0,0.0
226.3,0.0,0.0,0.0
226.4,0.0,0.0,0.0
226.5,0.0,0.0,0.0
226.6,0.0,0.0,0.0
226.7,0.0,0.0,0.0
226.8,0.0,0.0,0.0
226.9,0.0,0.0,0.0
227.0,0.0,0.0,0.0
227.1,0.0,0.0,0.0
227.2,0.0,0.0,0.0
227.3,0.0,0.0,0.0
227.4,0.0,0.0,0.0
227.5,0.0,0.0,0.0
227.6,0.0,0.0,0.0
227.7,0.0,0.0,0.0
227.8,0.0,0.0,0.0
227.9,0.0,0.0,0.0
228.0,0.0,0.0,0.0
228.1,0.0,0.0,0.0
228.2,0.0,0.0,0.0
228.3,0.0,0.0,0.0
228.4,0.0,0.0,0.0
228.5,0.0,0.0,0.0
228.6,0.0,0.0,0.0
228.7,0.0,0.0,0.0
228.8,0.0,0.0,0.0
228.9,0.0,0.0,0.0
229.0,0.0,0.0,0.0
229.1,0.0,0.0,0.0
229.2,0.0,0.0,0.0
229.3,0.0,0.0,0.0
229.4,0.0,0.0,0.0
229.5,0.0,0.0,0.0
229.6,0.0,0.0,0.0
229.7,0.0,0.0,0.0
229.8,0.0,0.0,0.0
229.9,0.0,0.0,0.0
230.0,0.0,0.0,0.0
230.1,20.0,0.3,-0.0
230.2,40.0,0.5,-0.1
230.3,60.0,0.8,-0.1
230.4,80.0,1.1,-0.1
230.5,100.0,1.3,-0.2
230.6,120.0,1.6,-0.2
230.7,140.0,1.9,-0.2
230.8,160.0,2.1,-0.3
230.9,180.0,2.4,-0.3
231.0,200.0,2.7,-0.3
231.1,220.0,2.9,-0.4
231.2,240.0,3.2,-0.4
231.3,260.0,3.5,-0.4
231.4,280.0,3.7,-0.5
231.5,300.0,4.0,-0.5
231.6,320.0,4.3,-0.5
231.7,340.0,4.5,-0.6
231.8,360.0,4.8,-0.6
231.9,380.0,5.1,-0.6
232.0,400.0,5.3,-0.7
232.1,420.0,5.6,-0.7
232.2,440.0,5.9,-0.7
232.3,460.0,6.1,-0.8
232.4,480.0,6.4,-0.8
232.5,500.0,6.7,-0.8
232.6,520.0,6.9,-0.9
232.7,540.0,7.2,-0.9
232.8,560.0,7.5,-0.9
232.9,580.0,7.7,-1.0
233.0,600.0,8.0,-1.0
233.1,620.0,8.3,-1.0
233.2,640.0,8.5,-1.1
233.3,660.0,8.8,-1.1
233.4,680.0,9.1,-1.1
233.5,700.0,9.3,-1.2
233.6,720.0,9.6,-1.2
233.7,740.0,9.9,-1.2
233.8,760.0,10.1,-1.3
233.9,780.0,10.4,-1.3
234.0,800.0,10.7,-1.3
234.1,820.0,10.9,-1.4
234.2,840.0,11.2,-1.4
234.3,860.0,11.5,-1.4
234.4,880.0,11.7,-1.5
234.5,900.0,12.0,-1.5
234.6,920.0,12.3,-1.5
234.7,940.0,12.5,-1.6
234.8,960.0,12.8,-1.6
234.9,980.0,13.1,-1.6
235.0,1000.0,13.3,-1.7
235.1,1020.0,13.6,-1.7
235.2,1040.0,13.9,-1.7
235.3,1060.0,14.1,-1.8
235.4,1080.0,14.4,-1.8
235.5,1100.0,14.7,-1.8
235.6,1120.0,14.9,-1.9
235.7,1140.0,15.2,-1.9
235.8,1160.0,15.5,-1.9
235.9,1180.0,15.7,-2.0
236.0,1200.0,16.0,-2.0
236.1,1220.0,16.3,-2.0
236.2,1240.0,16.5,-2.1
236.3,1260.0,16.8,-2.1
236.4,1280.0,17.1,-2.1
236.5,1300.0,17.3,-2.2
236.6,1320.0,17.6,-2.2
236.7,1340.0,17.9,-2.2
236.8,1360.0,18.1,-2.3
236.9,1380.0,18.4,-2.3
237.0,1400.0,18.7,-2.3
237.1,1420.0,18.9,-2.4
237.2,1440.0,19.2,-2.4
237.3,1460.0,19.5,-2.4
237.4,1480.0,19.7,-2.5
237.5,1500.0,20.0,-2.5
237.6,1520.0,20.3,-2.5
237.7,1540.0,20.5,-2.6
237.8,1560.0,20.8,-2.6
237.9,1580.0,21.1,-2.6
238.0,1600.0,21.3,-2.7
238.1,1620.0,21.6,-2.7
238.2,1640.0,21.9,-2.7
238.3,1660.0,22.1,-2.8
238.4,1680.0,22.4,-2.8
238.5,1700.0,22.7,-2.8
238.6,1720.0,22.9,-2.9
238.7,1740.0,23.2,-2.9
238.8,1760.0,23.5,-2.9
238.9,1780.0,23.7,-3.0
239.0,1800.0,24.0,-3.0
239.1,1820.0,24.3,-3.0
239.2,1840.0,24.5,-3.1
239.3,1860.0,24.8,-3.1
239.4,1880.0,25.1,-3.1
239.5,1900.0,25.3,-3.2
239.6,1920.0,25.6,-3.2
239.7,1940.0,25.9,-3.2
239.8,1960.0,26.1,-3.3
239.9,1980.0,26.4,-3.3
240.0,2000.0,26.7,-3.3
240.1,2020.0,26.9,-3.4
240.2,2040.0,27.2,-3.4
240.3,2060.0,27.5,-3.4
240.4,2080.0,27.7,-3.5
240.5,2100.0,28.0,-3.5
240.6,2120.0,28.3,-3.5
240.7,2140.0,28.5,-3.6
240.8,2160.0,28.8,-3.6
240.9,2180.0,29.1,-3.6
241.0,2200.0,29.3,-3.7
241.1,2220.0,29.6,-3.7
241.2,2240.0,29.9,-3.7
241.3,2260.0,30.1,-3.8
241.4,2280.0,30.4,-3.8
241.5,2300.0,30.7,-3.8
241.6,2320.0,30.9,-3.9
241.7,2340.0,31.2,-3.9
241.8,2360.0,31.5,-3.9
241.9,2380.0,31.7,-4.0
242.0,2400.0,32.0,-4.0
242.1,2420.0,32.3,-4.0
242.2,2440.0,32.5,-4.1
242.3,2460.0,32.8,-4.1
242.4,2480.0,33.1,-4.1
242.5,2500.0,33.3,-4.2
242.6,2520.0,33.6,-4.2
242.7,2540.0,33.9,-4.2
242.8,2560.0,34.1,-4.3
242.9,2580.0,34.4,-4.3
243.0,2600.0,34.7,-4.3
243.1,2620.0,34.9,-4.4
243.2,2640.0,35.2,-4.4
243.3,2660.0,35.5,-4.4
243.4,2680.0,35.7,-4.5
243.5,2700.0,36.0,-4.5
243.6,2720.0,36.3,-4.5
243.7,2740.0,36.5,-4.6
243.8,2760.0,36.8,-4.6
243.9,2780.0,37.1,-4.6
244.0,2800.0,37.3,-4.7
244.1,2820.0,37.6,-4.7
244.2,2840.0,37.9,-4.7
244.3,2860.0,38.1,-4.8
244.4,2880.0,38.4,-4.8
244.5,2900.0,38.7,-4.8
244.6,2920.0,38.9,-4.9
244.7,2940.0,39.2,-4.9
244.8,2960.0,39.5,-4.9
244.9,2980.0,39.7,-5.0
245.0,3000.0,40.0,-5.0
245.1,3020.0,40.3,-5.0
245.2,3040.0,40.5,-5.1
245.3,3060.0,40.8,-5.1
245.4,3080.0,41.1,-5.1
245.5,3100.0,41.3,-5.2
245.6,3120.0,41.6,-5.2
245.7,3140.0,41.9,-5.2
245.8,3160.0,42.1,-5.3
245.9,3180.0,42.4,-5.3
246.0,3200.0,42.7,-5.3
246.1,3220.0,42.9,-5.4
246.2,3240.0,43.2,-5.4
246.3,3260.0,43.5,-5.4
246.4,3280.0,43.7,-5.5
246.5,3300.0,44.0,-5.5
246.6,3320.0,44.3,-5.5
246.7,3340.0,44.5,-5.6
246.8,3360.0,44.8,-5.6
246.9,3380.0,45.1,-5.6
247.0,3400.0,45.3,-5.7
247.1,3420.0,45.6,-5.7
247.2,3440.0,45.9,-5.7
247.3,3460.0,46.1,-5.8
247.4,3480.0,46.4,-5.8
247.5,3500.0,46.7,-5.8
247.6,3520.0,46.9,-5.9
247.7,3540.0,47.2,-5.9
247.8,3560.0,47.5,-5.9
247.9,3580.0,47.7,-6.0
248.0,3600.0,48.0,-6.0
248.1,3620.0,48.3,-6.0
248.2,3640.0,48.5,-6.1
248.3,3660.0,48.8,-6.1
248.4,3680.0,49.1,-6.1
248.5,3700.0,49.3,-6.2
248.6,3720.0,49.6,-6.2
248.7,3740.0,49.9,-6.2
248.8,3760.0,50.1,-6.3
248.9,3780.0,50.4,-6.3
249.0,3800.0,50.7,-6.3
249.1,3820.0,50.9,-6.4
249.2,3840.0,51.2,-6.4
249.3,3860.0,51.5,-6.4
249.4,3880.0,51.7,-6.5
249.5,3900.0,52.0,-6.5
249.6,3920.0,52.3,-6.5
249.7,3940.0,52.5,-6.6
249.8,3960.0,52.8,-6.6
249.9,3980.0,53.1,-6.6
250.0,4000.0,53.3,-6.7
250.1,4020.0,53.6,-6.7
250.2,4040.0,53.9,-6.7
250.3,4060.0,54.1,-6.8
250.4,4080.0,54.4,-6.8
250.5,4100.0,54.7,-6.8
250.6,4120.0,54.9,-6.9
250.7,4140.0,55.2,-6.9
250.8,4160.0,55.5,-6.9
250.9,4180.0,55.7,-7.0
251.0,4200.0,56.0,-7.0
251.1,4220.0,56.3,-7.0
251.2,4240.0,56.5,-7.1
251.3,4260.0,56.8,-7.1
251.4,4280.0,57.1,-7.1
251.5,4300.0,57.3,-7.2
251.6,4320.0,57.6,-7.2
251.7,4340.0,57.9,-7.2
251.8,4360.0,58.1,-7.3
251.9,4380.0,58.4,-7.3
252.0,4400.0,58.7,-7.3
252.1,4420.0,58.9,-7.4
252.2,4440.0,59.2,-7.4
252.3,4460.0,59.5,-7.4
252.4,4480.0,59.7,-7.5
252.5,4500.0,60.0,-7.5
252.6,4520.0,60.3,-7.5
252.7,4540.0,60.5,-7.6
252.8,4560.0,60.8,-7.6
252.9,4580.0,61.1,-7.6
253.0,4600.0,61.3,-7.7
253.1,4620.0,61.6,-7.7
253.2,4640.0,61.9,-7.7
253.3,4660.0,62.1,-7.8
253.4,4680.0,62.4,-7.8
253.5,4700.0,62.7,-7.8
253.6,4720.0,62.9,-7.9
253.7,4740.0,63.2,-7.9
253.8,4760.0,63.5,-7.9
253.9,4780.0,63.7,-8.0
254.0,4800.0,64.0,-8.0
254.1,4820.0,64.3,-8.0
254.2,4840.0,64.5,-8.1
254.3,4860.0,64.8,-8.1
254.4,4880.0,65.1,-8.1
254.5,4900.0,65.3,-8.2
254.6,4920.0,65.6,-8.2
254.7,4940.0,65.9,-8.2
254.8,4960.0,66.1,-8.3
254.9,4980.0,66.4,-8.3
255.0,5000.0,66.7,-8.3
255.1,5020.0,66.9,-8.4
255.2,5040.0,67.2,-8.4
255.3,5060.0,67.5,-8.4
255.4,5080.0,67.7,-8.5
255.5,5100.0,68.0,-8.5
255.6,5120.0,68.3,-8.5
255.7,5140.0,68.5,-8.6
255.8,5160.0,68.8,-8.6
255.9,5180.0,69.1,-8.6
256.0,5200.0,69.3,-8.7
256.1,5220.0,69.6,-8.7
256.2,5240.0,69.9,-8.7
256.3,5260.0,70.1,-8.8
256.4,5280.0,70.4,-8.8
256.5,5300.0,70.7,-8.8
256.6,5320.0,70.9,-8.9
256.7,5340.0,71.2,-8.9
256.8,5360.0,71.5,-8.9
256.9,5380.0,71.7,-9.0
257.0,5400.0,72.0,-9.0
257.1,5420.0,72.3,-9.0
257.2,5440.0,72.5,-9.1
257.3,5460.0,72.8,-9.1
257.4,5480.0,73.1,-9.1
257.5,5500.0,73.3,-9.2
257.6,5520.0,73.6,-9.2
257.7,5540.0,73.9,-9.2
257.8,5560.0,74.1,-9.3
257.9,5580.0,74.4,-9.3
258.0,5600.0,74.7,-9.3
258.1,5620.0,74.9,-9.4
258.2,5640.0,75.2,-9.4
258.3,5660.0,75.5,-9.4
258.4,5680.0,75.7,-9.5
258.5,5700.0,76.0,-9.5
258.6,5720.0,76.3,-9.5
258.7,5740.0,76.5,-9.6
258.8,5760.0,76.8,-9.6
258.9,5780.0,77.1,-9.6
259.0,5800.0,77.3,-9.7
259.1,5820.0,77.6,-9.7
259.2,5840.0,77.9,-9.7
259.3,5860.0,78.1,-9.8
259.4,5880.0,78.4,-9.8
259.5,5900.0,78.7,-9.8
259.6,5920.0,78.9,-9.9
259.7,5940.0,79.2,-9.9
259.8,5960.0,79.5,-9.9
259.9,5980.0,79.7,-10.0
260.0,6000.0,80.0,-10.0
260.1,6000.0,80.0,-10.0
260.2,6000.0,80.0,-10.0
260.3,6000.0,80.0,-10.0
260.4,6000.0,80.0,-10.0
260.5,6000.0,80.0,-10.0
260.6,6000.0,80.0,-10.0
260.7,6000.0,80.0,-10.0
260.8,6000.0,80.0,-10.0
260.9,6000.0,80.0,-10.0
261.0,6000.0,80.0,-10.0
261.1,6000.0,80.0,-10.0
261.2,6000.0,80.0,-10.0
261.3,6000.0,80.0,-10.0
261.4,6000.0,80.0,-10.0
261.5,6000.0,80.0,-10.0
261.6,6000.0,80.0,-10.0
261.7,6000.0,80.0,-10.0
261.8,6000.0,80.0,-10.0
261.9,6000.0,80.0,-10.0
262.0,6000.0,80.0,-10.0
262.1,6000.0,80.0,-10.0
262.2,6000.0,80.0,-10.0
262.3,6000.0,80.0,-10.0
262.4,6000.0,80.0,-10.0
262.5,6000.0,80.0,-10.0
262.6,6000.0,80.0,-10.0
262.7,6000.0,80.0,-10.0
262.8,6000.0,80.0,-10.0
262.9,6000.0,80.0,-10.0
263.0,6000.0,80.0,-10.0
263.1,6000.0,80.0,-10.0
263.2,6000.0,80.0,-10.0
263.3,6000.0,80.0,-10.0
263.4,6000.0,80.0,-10.0
263.5,6000.0,80.0,-10.0
263.6,6000.0,80.0,-10.0
263.7,6000.0,80.0,-10.0
263.8,6000.0,80.0,-10.0
263.9,6000.0,80.0,-10.0
264.0,6000.0,80.0,-10.0
264.1,6000.0,80.0,-10.0
264.2,6000.0,80.0,-10.0
264.3,6000.0,80.0,-10.0
264.4,6000.0,80.0,-10.0
264.5,6000.0,80.0,-10.0
264.6,6000.0,80.0,-10.0
264.7,6000.0,80.0,-10.0
264.8,6000.0,80.0,-10.0
264.9,6000.0,80.0,-10.0
265.0,6000.0,80.0,-10.0
265.1,6000.0,80.0,-10.0
265.2,6000.0,80.0,-10.0
265.3,6000.0,80.0,-10.0
265.4,6000.0,80.0,-10.0
265.5,6000.0,80.0,-10.0
265.6,6000.0,80.0,-10.0
265.7,6000.0,80.0,-10.0
265.8,6000.0,80.0,-10.0
265.9,6000.0,80.0,-10.0
266.0,6000.0,80.0,-10.0
266.1,6000.0,80.0,-10.0
266.2,6000.0,80.0,-10.0
266.3,6000.0,80.0,-10.0
266.4,6000.0,80.0,-10.0
266.5,6000.0,80.0,-10.0
266.6,6000.0,80.0,-10.0
266.7,6000.0,80.0,-10.0
266.8,6000.0,80.0,-10.0
266.9,6000.0,80.0,-10.0
267.0,6000.0,80.0,-10.0
267.1,6000.0,80.0,-10.0
267.2,6000.0,80.0,-10.0
267.3,6000.0,80.0,-10.0
267.4,6000.0,80.0,-10.0
267.5,6000.0,80.0,-10.0
267.6,6000.0,80.0,-10.0
267.7,6000.0,80.0,-10.0
267.8,6000.0,80.0,-10.0
267.9,6000.0,80.0,-10.0
268.0,6000.0,80.0,-10.0
268.1,6000.0,80.0,-10.0
268.2,6000.0,80.0,-10.0
268.3,6000.0,80.0,-10.0
268.4,6000.0,80.0,-10.0
268.5,6000.0,80.0,-10.0
268.6,6000.0,80.0,-10.0
268.7,6000.0,80.0,-10.0
268.8,6000.0,80.0,-10.0
268.9,6000.0,80.0,-10.0
269.0,6000.0,80.0,-10.0
269.1,6000.0,80.0,-10.0
269.2,6000.0,80.0,-10.0
269.3,6000.0,80.0,-10.0
269.4,6000.0,80.0,-10.0
269.5,6000.0,80.0,-10.0
269.6,6000.0,80.0,-10.0
269.7,6000.0,80.0,-10.0
269.8,6000.0,80.0,-10.0
269.9,6000.0,80.0,-10.0
270.0,6000.0,80.0,-10.0
270.1,6000.0,80.0,-10.0
270.2,6000.0,80.0,-10.0
270.3,6000.0,80.0,-10.0
270.4,6000.0,80.0,-10.0
270.5,6000.0,80.0,-10.0
270.6,6000.0,80.0,-10.0
270.7,6000.0,80.0,-10.0
270.8,6000.0,80.0,-10.0
270.9,6000.0,80.0,-10.0
271.0,6000.0,80.0,-10.0
271.1,6000.0,80.0,-10.0
271.2,6000.0,80.0,-10.0
271.3,6000.0,80.0,-10.0
271.4,6000.0,80.0,-10.0
271.5,6000.0,80.0,-10.0
271.6,6000.0,80.0,-10.0
271.7,6000.0,80.0,-10.0
271.8,6000.0,80.0,-10.0
271.9,6000.0,80.0,-10.0
272.0,6000.0,80.0,-10.0
272.1,6000.0,80.0,-10.0
272.2,6000.0,80.0,-10.0
272.3,6000.0,80.0,-10.0
272.4,6000.0,80.0,-10.0
272.5,6000.0,80.0,-10.0
272.6,6000.0,80.0,-10.0
272.7,6000.0,80.0,-10.0
272.8,6000.0,80.0,-10.0
272.9,6000.0,80.0,-10.0
273.0,6000.0,80.0,-10.0
273.1,6000.0,80.0,-10.0
273.2,6000.0,80.0,-10.0
273.3,6000.0,80.0,-10.0
273.4,6000.0,80.0,-10.0
273.5,6000.0,80.0,-10.0
273.6,6000.0,80.0,-10.0
273.7,6000.0,80.0,-10.0
273.8,6000.0,80.0,-10.0
273.9,6000.0,80.0,-10.0
274.0,6000.0,80.0,-10.0
274.1,6000.0,80.0,-10.0
274.2,6000.0,80.0,-10.0
274.3,6000.0,80.0,-10.0
274.4,6000.0,80.0,-10.0
274.5,6000.0,80.0,-10.0
274.6,6000.0,80.0,-10.0
274.7,6000.0,80.0,-10.0
274.8,6000.0,80.0,-10.0
274.9,6000.0,80.0,-10.0
275.0,6000.0,80.0,-10.0
275.1,6000.0,80.0,-10.0
275.2,6000.0,80.0,-10.0
275.3,6000.0,80.0,-10.0
275.4,6000.0,80.0,-10.0
275.5,6000.0,80.0,-10.0
275.6,6000.0,80.0,-10.0
275.7,6000.0,80.0,-10.0
275.8,6000.0,80.0,-10.0
275.9,6000.0,80.0,-10.0
276.0,6000.0,80.0,-10.0
276.1,6000.0,80.0,-10.0
276.2,6000.0,80.0,-10.0
276.3,6000.0,80.0,-10.0
276.4,6000.0,80.0,-10.0
276.5,6000.0,80.0,-10.0
276.6,6000.0,80.0,-10.0
276.7,6000.0,80.0,-10.0
276.8,6000.0,80.0,-10.0
276.9,6000.0,80.0,-10.0
277.0,6000.0,80.0,-10.0
277.1,6000.0,80.0,-10.0
277.2,6000.0,80.0,-10.0
277.3,6000.0,80.0,-10.0
277.4,6000.0,80.0,-10.0
277.5,6000.0,80.0,-10.0
277.6,6000.0,80.0,-10.0
277.7,6000.0,80.0,-10.0
277.8,6000.0,80.0,-10.0
277.9,6000.0,80.0,-10.0
278.0,6000.0,80.0,-10.0
278.1,6000.0,80.0,-10.0
278.2,6000.0,80.0,-10.0
278.3,6000.0,80.0,-10.0
278.4,6000.0,80.0,-10.0
278.5,6000.0,80.0,-10.0
278.6,6000.0,80.0,-10.0
278.7,6000.0,80.0,-10.0
278.8,6000.0,80.0,-10.0
278.9,6000.0,80.0,-10.0
279.0,6000.0,80.0,-10.0
279.1,6000.0,80.0,-10.0
279.2,6000.0,80.0,-10.0
279.3,6000.0,80.0,-10.0
279.4,6000.0,80.0,-10.0
279.5,6000.0,80.0,-10.0
279.6,6000.0,80.0,-10.0
279.7,6000.0,80.0,-10.0
279.8,6000.0,80.0,-10.0
279.9,6000.0,80.0,-10.0
280.0,6000.0,80.0,-10.0
280.1,6000.0,80.0,-10.0
280.2,6000.0,80.0,-10.0
280.3,6000.0,80.0,-10.0
280.4,6000.0,80.0,-10.0
280.5,6000.0,80.0,-10.0
280.6,6000.0,80.0,-10.0
280.7,6000.0,80.0,-10.0
280.8,6000.0,80.0,-10.0
280.9,6000.0,80.0,-10.0
281.0,6000.0,80.0,-10.0
281.1,6000.0,80.0,-10.0
281.2,6000.0,80.0,-10.0
281.3,6000.0,80.0,-10.0
281.4,6000.0,80.0,-10.0
281.5,6000.0,80.0,-10.0
281.6,6000.0,80.0,-10.0
281.7,6000.0,80.0,-10.0
281.8,6000.0,80.0,-10.0
281.9,6000.0,80.0,-10.0
282.0,6000.0,80.0,-10.0
282.1,6000.0,80.0,-10.0
282.2,6000.0,80.0,-10.0
282.3,6000.0,80.0,-10.0
